SetName,Gene
Immune_NSCLC_score,PSCDBP
Immune_NSCLC_score,TCEA2
Immune_NSCLC_score,FLJ21963
Immune_NSCLC_score,CLEC4E
Immune_NSCLC_score,USP51
Immune_NSCLC_score,WFDC10B
Immune_NSCLC_score,IGH@
Immune_NSCLC_score,SLC4A3
Immune_NSCLC_score,CD53
Immune_NSCLC_score,LOC401431
Immune_NSCLC_score,SCFV
Immune_NSCLC_score,THRAP2
Immune_NSCLC_score,PRDM13
Immune_NSCLC_score,OBSL1
Immune_NSCLC_score,C7orf40
Immune_NSCLC_score,TAGAP
Immune_NSCLC_score,MGC11271
Immune_NSCLC_score,IGLV6-57
Immune_NSCLC_score,CD38
Immune_NSCLC_score,FKBP9
Immune_NSCLC_score,ADAMTSL2
Immune_NSCLC_score,CD48
Immune_NSCLC_score,GNPTAB
Immune_NSCLC_score,DHRS8
Immune_NSCLC_score,LOC388886
Immune_NSCLC_score,CNIH3
Immune_NSCLC_score,PSMA6
Immune_NSCLC_score,CCRK
Immune_NSCLC_score,SHROOM1
Immune_NSCLC_score,GPSM1
Immune_NSCLC_score,TRO
Immune_NSCLC_score,GSTT2
Immune_NSCLC_score,NQO2
Immune_NSCLC_score,EAF2
Immune_NSCLC_score,MUM1L1
Immune_NSCLC_score,MUC4
Immune_NSCLC_score,C13orf21
Immune_NSCLC_score,PABPC1
Immune_NSCLC_score,PLA2G7
Immune_NSCLC_score,PARK2
Immune_NSCLC_score,AOAH
Immune_NSCLC_score,IGL@
Immune_NSCLC_score,LOC642480
Immune_NSCLC_score,TMSB4X
Immune_NSCLC_score,LOC390712
Immune_NSCLC_score,ACOT8
Immune_NSCLC_score,GIMAP7
Immune_NSCLC_score,LOC375010
Immune_NSCLC_score,ASAH1
Immune_NSCLC_score,TRIM45
Immune_NSCLC_score,C2orf30
Immune_NSCLC_score,EXT2
Immune_NSCLC_score,IFI6
Immune_NSCLC_score,KCNE3
Immune_NSCLC_score,CTSF
Immune_NSCLC_score,SULT1C1
Immune_NSCLC_score,RASL11B
Immune_NSCLC_score,LOC148898
Immune_NSCLC_score,HMGCL
Immune_NSCLC_score,IGHA1
Immune_NSCLC_score,C1QTNF3
Immune_NSCLC_score,C20orf46
Immune_NSCLC_score,IL11RA
Immune_NSCLC_score,ADRA2C
Immune_NSCLC_score,IGKC
Immune_NSCLC_score,CEACAM5
Immune_NSCLC_score,PURB
Immune_NSCLC_score,TPD52
Tcell_receptors_score,CD3D
Tcell_receptors_score,CD3E
Tcell_receptors_score,CD3G
Tcell_receptors_score,CD3Z
CHANG_CORE_SERUM_RESPONSE_UP,CEP78
CHANG_CORE_SERUM_RESPONSE_UP,LSM3
CHANG_CORE_SERUM_RESPONSE_UP,LRRC40
CHANG_CORE_SERUM_RESPONSE_UP,STK17A
CHANG_CORE_SERUM_RESPONSE_UP,RPN1
CHANG_CORE_SERUM_RESPONSE_UP,JUNB
CHANG_CORE_SERUM_RESPONSE_UP,NUP85
CHANG_CORE_SERUM_RESPONSE_UP,FLNC
CHANG_CORE_SERUM_RESPONSE_UP,HMGN2
CHANG_CORE_SERUM_RESPONSE_UP,RPP40
CHANG_CORE_SERUM_RESPONSE_UP,UQCR10
CHANG_CORE_SERUM_RESPONSE_UP,AIMP2
CHANG_CORE_SERUM_RESPONSE_UP,CHEK1
CHANG_CORE_SERUM_RESPONSE_UP,VTA1
CHANG_CORE_SERUM_RESPONSE_UP,EXOSC8
CHANG_CORE_SERUM_RESPONSE_UP,CENPO
CHANG_CORE_SERUM_RESPONSE_UP,PNO1
CHANG_CORE_SERUM_RESPONSE_UP,SLC16A1
CHANG_CORE_SERUM_RESPONSE_UP,WDR77
CHANG_CORE_SERUM_RESPONSE_UP,UBE2J1
CHANG_CORE_SERUM_RESPONSE_UP,NOP16
CHANG_CORE_SERUM_RESPONSE_UP,NUDT1
CHANG_CORE_SERUM_RESPONSE_UP,SMC2
CHANG_CORE_SERUM_RESPONSE_UP,SLC25A5
CHANG_CORE_SERUM_RESPONSE_UP,NUPL1
CHANG_CORE_SERUM_RESPONSE_UP,DLEU2
CHANG_CORE_SERUM_RESPONSE_UP,PDAP1
CHANG_CORE_SERUM_RESPONSE_UP,CCBL2
CHANG_CORE_SERUM_RESPONSE_UP,COX17
CHANG_CORE_SERUM_RESPONSE_UP,BCCIP
CHANG_CORE_SERUM_RESPONSE_UP,PLG
CHANG_CORE_SERUM_RESPONSE_UP,RGS8
CHANG_CORE_SERUM_RESPONSE_UP,SNRPC
CHANG_CORE_SERUM_RESPONSE_UP,PLK4
CHANG_CORE_SERUM_RESPONSE_UP,NUTF2
CHANG_CORE_SERUM_RESPONSE_UP,LSM4
CHANG_CORE_SERUM_RESPONSE_UP,SMS
CHANG_CORE_SERUM_RESPONSE_UP,EBNA1BP2
CHANG_CORE_SERUM_RESPONSE_UP,C13orf27
CHANG_CORE_SERUM_RESPONSE_UP,VDAC1
CHANG_CORE_SERUM_RESPONSE_UP,PSMD14
CHANG_CORE_SERUM_RESPONSE_UP,MYCBP
CHANG_CORE_SERUM_RESPONSE_UP,SMURF2
CHANG_CORE_SERUM_RESPONSE_UP,GNG11
CHANG_CORE_SERUM_RESPONSE_UP,F3
CHANG_CORE_SERUM_RESPONSE_UP,IL7R
CHANG_CORE_SERUM_RESPONSE_UP,BRIP1
CHANG_CORE_SERUM_RESPONSE_UP,HNRNPA2B1
CHANG_CORE_SERUM_RESPONSE_UP,DCK
CHANG_CORE_SERUM_RESPONSE_UP,ALKBH7
CHANG_CORE_SERUM_RESPONSE_UP,HN1L
CHANG_CORE_SERUM_RESPONSE_UP,MSN
CHANG_CORE_SERUM_RESPONSE_UP,TPM1
CHANG_CORE_SERUM_RESPONSE_UP,HYLS1
CHANG_CORE_SERUM_RESPONSE_UP,HAUS1
CHANG_CORE_SERUM_RESPONSE_UP,NUP93
CHANG_CORE_SERUM_RESPONSE_UP,SNRPE
CHANG_CORE_SERUM_RESPONSE_UP,ITGA6
CHANG_CORE_SERUM_RESPONSE_UP,CENPN
CHANG_CORE_SERUM_RESPONSE_UP,C11orf24
CHANG_CORE_SERUM_RESPONSE_UP,GGH
CHANG_CORE_SERUM_RESPONSE_UP,PFKP
CHANG_CORE_SERUM_RESPONSE_UP,FARSA
CHANG_CORE_SERUM_RESPONSE_UP,EIF2AK1
CHANG_CORE_SERUM_RESPONSE_UP,CENPW
CHANG_CORE_SERUM_RESPONSE_UP,TUBA4A
CHANG_CORE_SERUM_RESPONSE_UP,TRA2B
CHANG_CORE_SERUM_RESPONSE_UP,UMPS
CHANG_CORE_SERUM_RESPONSE_UP,MRTO4
CHANG_CORE_SERUM_RESPONSE_UP,NUDT15
CHANG_CORE_SERUM_RESPONSE_UP,PGM2
CHANG_CORE_SERUM_RESPONSE_UP,DBNDD1
CHANG_CORE_SERUM_RESPONSE_UP,SNRPB
CHANG_CORE_SERUM_RESPONSE_UP,MNAT1
CHANG_CORE_SERUM_RESPONSE_UP,NUP35
CHANG_CORE_SERUM_RESPONSE_UP,TCEB1
CHANG_CORE_SERUM_RESPONSE_UP,HSPB11
CHANG_CORE_SERUM_RESPONSE_UP,C19orf48
CHANG_CORE_SERUM_RESPONSE_UP,ID3
CHANG_CORE_SERUM_RESPONSE_UP,IPO4
CHANG_CORE_SERUM_RESPONSE_UP,FARSB
CHANG_CORE_SERUM_RESPONSE_UP,EIF4G1
CHANG_CORE_SERUM_RESPONSE_UP,SKA1
CHANG_CORE_SERUM_RESPONSE_UP,MFSD11
CHANG_CORE_SERUM_RESPONSE_UP,PLAUR
CHANG_CORE_SERUM_RESPONSE_UP,MARVELD2
CHANG_CORE_SERUM_RESPONSE_UP,MCM3
CHANG_CORE_SERUM_RESPONSE_UP,DHFR
CHANG_CORE_SERUM_RESPONSE_UP,RNF41
CHANG_CORE_SERUM_RESPONSE_UP,ID2
CHANG_CORE_SERUM_RESPONSE_UP,H2AFZ
CHANG_CORE_SERUM_RESPONSE_UP,CDK2
CHANG_CORE_SERUM_RESPONSE_UP,NCLN
CHANG_CORE_SERUM_RESPONSE_UP,ZWILCH
CHANG_CORE_SERUM_RESPONSE_UP,DYNLT1
CHANG_CORE_SERUM_RESPONSE_UP,C16orf61
CHANG_CORE_SERUM_RESPONSE_UP,SLC25A40
CHANG_CORE_SERUM_RESPONSE_UP,RHOC
CHANG_CORE_SERUM_RESPONSE_UP,CCT5
CHANG_CORE_SERUM_RESPONSE_UP,PDIA4
CHANG_CORE_SERUM_RESPONSE_UP,SNRPA
CHANG_CORE_SERUM_RESPONSE_UP,RBM14
CHANG_CORE_SERUM_RESPONSE_UP,PDLIM7
CHANG_CORE_SERUM_RESPONSE_UP,PITPNC1
CHANG_CORE_SERUM_RESPONSE_UP,TPM3
CHANG_CORE_SERUM_RESPONSE_UP,CORO1C
CHANG_CORE_SERUM_RESPONSE_UP,ERLIN1
CHANG_CORE_SERUM_RESPONSE_UP,PAICS
CHANG_CORE_SERUM_RESPONSE_UP,TPRKB
CHANG_CORE_SERUM_RESPONSE_UP,SKA2
CHANG_CORE_SERUM_RESPONSE_UP,MYBL1
CHANG_CORE_SERUM_RESPONSE_UP,SH3BP5L
CHANG_CORE_SERUM_RESPONSE_UP,BRCA2
CHANG_CORE_SERUM_RESPONSE_UP,SAR1A
CHANG_CORE_SERUM_RESPONSE_UP,POLR3K
CHANG_CORE_SERUM_RESPONSE_UP,MRPS28
CHANG_CORE_SERUM_RESPONSE_UP,NUP107
CHANG_CORE_SERUM_RESPONSE_UP,TUBG1
CHANG_CORE_SERUM_RESPONSE_UP,PNN
CHANG_CORE_SERUM_RESPONSE_UP,FAM167A
CHANG_CORE_SERUM_RESPONSE_UP,RFC3
CHANG_CORE_SERUM_RESPONSE_UP,MYL6
CHANG_CORE_SERUM_RESPONSE_UP,MCM7
CHANG_CORE_SERUM_RESPONSE_UP,MAGOHB
CHANG_CORE_SERUM_RESPONSE_UP,FAM89B
CHANG_CORE_SERUM_RESPONSE_UP,TOMM40
CHANG_CORE_SERUM_RESPONSE_UP,CDCA4
CHANG_CORE_SERUM_RESPONSE_UP,MT3
CHANG_CORE_SERUM_RESPONSE_UP,MTHFD1
CHANG_CORE_SERUM_RESPONSE_UP,PSMD12
CHANG_CORE_SERUM_RESPONSE_UP,MYBL2
CHANG_CORE_SERUM_RESPONSE_UP,CKLF
CHANG_CORE_SERUM_RESPONSE_UP,NRIP3
CHANG_CORE_SERUM_RESPONSE_UP,EZR
CHANG_CORE_SERUM_RESPONSE_UP,C12orf24
CHANG_CORE_SERUM_RESPONSE_UP,GPLD1
CHANG_CORE_SERUM_RESPONSE_UP,SRM
CHANG_CORE_SERUM_RESPONSE_UP,RAB3B
CHANG_CORE_SERUM_RESPONSE_UP,NLN
CHANG_CORE_SERUM_RESPONSE_UP,MT1F
CHANG_CORE_SERUM_RESPONSE_UP,TNFRSF12A
CHANG_CORE_SERUM_RESPONSE_UP,TPI1
CHANG_CORE_SERUM_RESPONSE_UP,HAS2
CHANG_CORE_SERUM_RESPONSE_UP,APOO
CHANG_CORE_SERUM_RESPONSE_UP,FBXO41
CHANG_CORE_SERUM_RESPONSE_UP,MRPL37
CHANG_CORE_SERUM_RESPONSE_UP,GSTCD
CHANG_CORE_SERUM_RESPONSE_UP,SDC1
CHANG_CORE_SERUM_RESPONSE_UP,WDR54
CHANG_CORE_SERUM_RESPONSE_UP,RNF138
CHANG_CORE_SERUM_RESPONSE_UP,APITD1
CHANG_CORE_SERUM_RESPONSE_UP,RMND5B
CHANG_CORE_SERUM_RESPONSE_UP,ENO1
CHANG_CORE_SERUM_RESPONSE_UP,MAP3K8
CHANG_CORE_SERUM_RESPONSE_UP,TMEM130
CHANG_CORE_SERUM_RESPONSE_UP,SNX17
CHANG_CORE_SERUM_RESPONSE_UP,KRR1
CHANG_CORE_SERUM_RESPONSE_UP,TAGLN
CHANG_CORE_SERUM_RESPONSE_UP,PA2G4
CHANG_CORE_SERUM_RESPONSE_UP,RUVBL1
CHANG_CORE_SERUM_RESPONSE_UP,SNRPD1
CHANG_CORE_SERUM_RESPONSE_UP,LOXL2
CHANG_CORE_SERUM_RESPONSE_UP,POLE2
CHANG_CORE_SERUM_RESPONSE_UP,MAPRE1
CHANG_CORE_SERUM_RESPONSE_UP,IMP4
CHANG_CORE_SERUM_RESPONSE_UP,EMP2
CHANG_CORE_SERUM_RESPONSE_UP,PSMD2
CHANG_CORE_SERUM_RESPONSE_UP,MET
CHANG_CORE_SERUM_RESPONSE_UP,IFRD2
CHANG_CORE_SERUM_RESPONSE_UP,LMNB2
CHANG_CORE_SERUM_RESPONSE_UP,PLOD2
CHANG_CORE_SERUM_RESPONSE_UP,NCEH1
CHANG_CORE_SERUM_RESPONSE_UP,NME1
CHANG_CORE_SERUM_RESPONSE_UP,STRA13
CHANG_CORE_SERUM_RESPONSE_UP,ACTL6A
CHANG_CORE_SERUM_RESPONSE_UP,DLEU1
CHANG_CORE_SERUM_RESPONSE_UP,SNRPA1
CHANG_CORE_SERUM_RESPONSE_UP,CBX1
CHANG_CORE_SERUM_RESPONSE_UP,LYAR
CHANG_CORE_SERUM_RESPONSE_UP,PTPLB
CHANG_CORE_SERUM_RESPONSE_UP,PFN1
CHANG_CORE_SERUM_RESPONSE_UP,CENPJ
CHANG_CORE_SERUM_RESPONSE_UP,COTL1
CHANG_CORE_SERUM_RESPONSE_UP,SPRYD7
CHANG_CORE_SERUM_RESPONSE_UP,USPL1
CHANG_CORE_SERUM_RESPONSE_UP,MRPL12
CHANG_CORE_SERUM_RESPONSE_UP,ADAMTS1
CHANG_CORE_SERUM_RESPONSE_UP,GLRX3
CHANG_CORE_SERUM_RESPONSE_UP,WSB2
CHANG_CORE_SERUM_RESPONSE_UP,MRPS16
CHANG_CORE_SERUM_RESPONSE_UP,DCLRE1B
CHANG_CORE_SERUM_RESPONSE_UP,MKKS
CHANG_CORE_SERUM_RESPONSE_UP,C3orf26
CHANG_CORE_SERUM_RESPONSE_UP,CPEB4
CHANG_CORE_SERUM_RESPONSE_UP,SPAG17
CHANG_CORE_SERUM_RESPONSE_UP,MLF1IP
CHANG_CORE_SERUM_RESPONSE_UP,UAP1
CHANG_CORE_SERUM_RESPONSE_UP,COQ2
CHANG_CORE_SERUM_RESPONSE_UP,WDHD1
CHANG_CORE_SERUM_RESPONSE_UP,DCBLD2
CHANG_CORE_SERUM_RESPONSE_UP,KIAA0090
CHANG_CORE_SERUM_RESPONSE_UP,SAR1B
CHANG_CORE_SERUM_RESPONSE_UP,PSMA7
CHANG_CORE_SERUM_RESPONSE_UP,PSMC3
CHANG_CORE_SERUM_RESPONSE_UP,COPS6
CHANG_CORE_SERUM_RESPONSE_UP,DUT
CHANG_CORE_SERUM_RESPONSE_UP,PPIH
CHANG_CORE_SERUM_RESPONSE_UP,PHF19
CHANG_CORE_SERUM_RESPONSE_UP,TPM2
CHANG_CORE_SERUM_RESPONSE_UP,MCTS1
CHANG_CORE_SERUM_RESPONSE_UP,EIF4EBP1
CHANG_CORE_SERUM_RESPONSE_UP,HNRNPR
CSR_Activated_15701700,ACAS2
CSR_Activated_15701700,ACINUS
CSR_Activated_15701700,ADAMTS1
CSR_Activated_15701700,ADD3
CSR_Activated_15701700,AIP1
CSR_Activated_15701700,ALEX3
CSR_Activated_15701700,APOD
CSR_Activated_15701700,APP
CSR_Activated_15701700,ARHC
CSR_Activated_15701700,ARHGAP12
CSR_Activated_15701700,ARHGEF3
CSR_Activated_15701700,ATP6V0A1
CSR_Activated_15701700,AXIN2
CSR_Activated_15701700,BAF53A
CSR_Activated_15701700,BBC3
CSR_Activated_15701700,BCCIP
CSR_Activated_15701700,BCL6
CSR_Activated_15701700,BF
CSR_Activated_15701700,BHC80
CSR_Activated_15701700,BHLHB2
CSR_Activated_15701700,BM039
CSR_Activated_15701700,BOCT
CSR_Activated_15701700,BRCA2
CSR_Activated_15701700,BRIP1
CSR_Activated_15701700,C11ORF14
CSR_Activated_15701700,C11ORF24
CSR_Activated_15701700,C13ORF1
CSR_Activated_15701700,C1ORF33
CSR_Activated_15701700,C1S
CSR_Activated_15701700,C20ORF108
CSR_Activated_15701700,C5ORF4
CSR_Activated_15701700,C6ORF55
CSR_Activated_15701700,C8ORF13
CSR_Activated_15701700,CAMLG
CSR_Activated_15701700,CBX1
CSR_Activated_15701700,CCNG2
CSR_Activated_15701700,CCNL2
CSR_Activated_15701700,CCT5
CSR_Activated_15701700,CDC14B
CSR_Activated_15701700,CDCA4
CSR_Activated_15701700,CDK2
CSR_Activated_15701700,CDKN1A
CSR_Activated_15701700,CDKN1C
CSR_Activated_15701700,CENPJ
CSR_Activated_15701700,CGI-121
CSR_Activated_15701700,CHEK1
CSR_Activated_15701700,CKLF
CSR_Activated_15701700,CL640
CSR_Activated_15701700,CLCN6
CSR_Activated_15701700,CLIC2
CSR_Activated_15701700,CNTNAP1
CSR_Activated_15701700,COPS6
CSR_Activated_15701700,CORO1C
CSR_Activated_15701700,COTL1
CSR_Activated_15701700,COX17
CSR_Activated_15701700,CPR8
CSR_Activated_15701700,CRTAP
CSR_Activated_15701700,CSF1
CSR_Activated_15701700,CST3
CSR_Activated_15701700,CTNS
CSR_Activated_15701700,CTSF
CSR_Activated_15701700,CYP27A1
CSR_Activated_15701700,DC13
CSR_Activated_15701700,DCK
CSR_Activated_15701700,DCLRE1B
CSR_Activated_15701700,DEPP
CSR_Activated_15701700,DHFR
CSR_Activated_15701700,DHRS6
CSR_Activated_15701700,DKFZP434B103
CSR_Activated_15701700,DKFZP434L142
CSR_Activated_15701700,DKFZP434O1427
CSR_Activated_15701700,DKFZP586A0522
CSR_Activated_15701700,DKFZP727G051
CSR_Activated_15701700,DKFZP761L1417
CSR_Activated_15701700,DKFZP762H185
CSR_Activated_15701700,DLEU1
CSR_Activated_15701700,DLEU2
CSR_Activated_15701700,DNM1
CSR_Activated_15701700,DPP7
CSR_Activated_15701700,DPYSL2
CSR_Activated_15701700,DUSP22
CSR_Activated_15701700,DUT
CSR_Activated_15701700,EBNA1BP2
CSR_Activated_15701700,EEF1E1
CSR_Activated_15701700,EIF4EBP1
CSR_Activated_15701700,EIF4G1
CSR_Activated_15701700,EMP2
CSR_Activated_15701700,ENIGMA
CSR_Activated_15701700,ENO1
CSR_Activated_15701700,EPHB1
CSR_Activated_15701700,ERP70
CSR_Activated_15701700,ESDN
CSR_Activated_15701700,F10
CSR_Activated_15701700,F3
CSR_Activated_15701700,FABP3
CSR_Activated_15701700,FACL3
CSR_Activated_15701700,FADS1
CSR_Activated_15701700,FADS2
CSR_Activated_15701700,FARSL
CSR_Activated_15701700,FCGRT
CSR_Activated_15701700,FDPS
CSR_Activated_15701700,FLJ10036
CSR_Activated_15701700,FLJ10292
CSR_Activated_15701700,FLJ10407
CSR_Activated_15701700,FLJ10618
CSR_Activated_15701700,FLJ10849
CSR_Activated_15701700,FLJ10948
CSR_Activated_15701700,FLJ10983
CSR_Activated_15701700,FLJ11286
CSR_Activated_15701700,FLJ12643
CSR_Activated_15701700,FLJ12953
CSR_Activated_15701700,FLJ14525
CSR_Activated_15701700,FLJ20059
CSR_Activated_15701700,FLJ20154
CSR_Activated_15701700,FLJ20331
CSR_Activated_15701700,FLJ21016
CSR_Activated_15701700,FLJ21986
CSR_Activated_15701700,FLJ23462
CSR_Activated_15701700,FLJ23468
CSR_Activated_15701700,FLJ30532
CSR_Activated_15701700,FLJ30574
CSR_Activated_15701700,FLJ31033
CSR_Activated_15701700,FLJ32731
CSR_Activated_15701700,FLJ32915
CSR_Activated_15701700,FLJ90754
CSR_Activated_15701700,FLJ90798
CSR_Activated_15701700,FLNC
CSR_Activated_15701700,FRSB
CSR_Activated_15701700,FYCO1
CSR_Activated_15701700,GABARAPL1
CSR_Activated_15701700,GABBR1
CSR_Activated_15701700,GATM
CSR_Activated_15701700,GG2-1
CSR_Activated_15701700,GGH
CSR_Activated_15701700,GLS
CSR_Activated_15701700,GNG11
CSR_Activated_15701700,GPLD1
CSR_Activated_15701700,GPR124
CSR_Activated_15701700,GSN
CSR_Activated_15701700,H2AFZ
CSR_Activated_15701700,H2AV
CSR_Activated_15701700,HAS2
CSR_Activated_15701700,HDAC5
CSR_Activated_15701700,HECA
CSR_Activated_15701700,HMGB1
CSR_Activated_15701700,HMGCS1
CSR_Activated_15701700,HMGN2
CSR_Activated_15701700,HN1L
CSR_Activated_15701700,HNRPA2B1
CSR_Activated_15701700,HNRPR
CSR_Activated_15701700,HRB2
CSR_Activated_15701700,HRI
CSR_Activated_15701700,HSPC111
CSR_Activated_15701700,HSU79274
CSR_Activated_15701700,ID2
CSR_Activated_15701700,ID3
CSR_Activated_15701700,IDI1
CSR_Activated_15701700,IFRD2
CSR_Activated_15701700,IGBP1
CSR_Activated_15701700,IL1R1
CSR_Activated_15701700,IL6ST
CSR_Activated_15701700,IL7R
CSR_Activated_15701700,IMP4
CSR_Activated_15701700,INSIG1
CSR_Activated_15701700,IPO4
CSR_Activated_15701700,ITGA6
CSR_Activated_15701700,ITPKB
CSR_Activated_15701700,JAG1
CSR_Activated_15701700,JTV1
CSR_Activated_15701700,KAI1
CSR_Activated_15701700,KEO4
CSR_Activated_15701700,KIAA0090
CSR_Activated_15701700,KIAA0095
CSR_Activated_15701700,KIAA0323
CSR_Activated_15701700,KIAA0342
CSR_Activated_15701700,KIAA0367
CSR_Activated_15701700,KIAA0874
CSR_Activated_15701700,KIAA1036
CSR_Activated_15701700,KIAA1109
CSR_Activated_15701700,KIAA1228
CSR_Activated_15701700,KIAA1268
CSR_Activated_15701700,KIAA1305
CSR_Activated_15701700,KIAA1363
CSR_Activated_15701700,KIAA1536
CSR_Activated_15701700,KIAA1554
CSR_Activated_15701700,KIAA1720
CSR_Activated_15701700,KIAA1946
CSR_Activated_15701700,KIT
CSR_Activated_15701700,KLHL5
CSR_Activated_15701700,LDB1
CSR_Activated_15701700,LDLR
CSR_Activated_15701700,LIPA
CSR_Activated_15701700,LMNB2
CSR_Activated_15701700,LOC115106
CSR_Activated_15701700,LOC115294
CSR_Activated_15701700,LOC129401
CSR_Activated_15701700,LOC153222
CSR_Activated_15701700,LOC169611
CSR_Activated_15701700,LOC201562
CSR_Activated_15701700,LOC201895
CSR_Activated_15701700,LOC221810
CSR_Activated_15701700,LOC253263
CSR_Activated_15701700,LOC284018
CSR_Activated_15701700,LOC284436
CSR_Activated_15701700,LOC285362
CSR_Activated_15701700,LOC339924
CSR_Activated_15701700,LOC51128
CSR_Activated_15701700,LOC51279
CSR_Activated_15701700,LOC51668
CSR_Activated_15701700,LOC56757
CSR_Activated_15701700,LOC56902
CSR_Activated_15701700,LOC56926
CSR_Activated_15701700,LOC93081
CSR_Activated_15701700,LOXL2
CSR_Activated_15701700,LPIN1
CSR_Activated_15701700,LRIG2
CSR_Activated_15701700,LRP1
CSR_Activated_15701700,LSM3
CSR_Activated_15701700,LSM4
CSR_Activated_15701700,LSS
CSR_Activated_15701700,LUM
CSR_Activated_15701700,LYAR
CSR_Activated_15701700,MAF
CSR_Activated_15701700,MAN1A1
CSR_Activated_15701700,MAP3K8
CSR_Activated_15701700,MAPRE1
CSR_Activated_15701700,MBP
CSR_Activated_15701700,MCM3
CSR_Activated_15701700,MCM7
CSR_Activated_15701700,MCP
CSR_Activated_15701700,MCT-1
CSR_Activated_15701700,MEF2D
CSR_Activated_15701700,MEP50
CSR_Activated_15701700,MET
CSR_Activated_15701700,MFGE8
CSR_Activated_15701700,MGC10200
CSR_Activated_15701700,MGC10500
CSR_Activated_15701700,MGC10974
CSR_Activated_15701700,MGC11266
CSR_Activated_15701700,MGC13047
CSR_Activated_15701700,MGC13170
CSR_Activated_15701700,MGC14480
CSR_Activated_15701700,MGC15429
CSR_Activated_15701700,MGC17330
CSR_Activated_15701700,MGC3101
CSR_Activated_15701700,MGC39820
CSR_Activated_15701700,MGC4170
CSR_Activated_15701700,MGC4308
CSR_Activated_15701700,MGC4825
CSR_Activated_15701700,MIG-6
CSR_Activated_15701700,MKKS
CSR_Activated_15701700,MNAT1
CSR_Activated_15701700,MRF2
CSR_Activated_15701700,MRPL12
CSR_Activated_15701700,MRPL37
CSR_Activated_15701700,MRPS16
CSR_Activated_15701700,MRPS28
CSR_Activated_15701700,MSN
CSR_Activated_15701700,MT1F
CSR_Activated_15701700,MT3
CSR_Activated_15701700,MTH2
CSR_Activated_15701700,MTHFD1
CSR_Activated_15701700,MVD
CSR_Activated_15701700,MXI1
CSR_Activated_15701700,MYBL1
CSR_Activated_15701700,MYBL2
CSR_Activated_15701700,MYCBP
CSR_Activated_15701700,MYL6
CSR_Activated_15701700,NCOA3
CSR_Activated_15701700,NIFU
CSR_Activated_15701700,NLN
CSR_Activated_15701700,NME1
CSR_Activated_15701700,NOLA2
CSR_Activated_15701700,NUDT1
CSR_Activated_15701700,NUP107
CSR_Activated_15701700,NUPL1
CSR_Activated_15701700,NUTF2
CSR_Activated_15701700,OIP2
CSR_Activated_15701700,OSBPL8
CSR_Activated_15701700,P8
CSR_Activated_15701700,PA26
CSR_Activated_15701700,PA2G4
CSR_Activated_15701700,PAICS
CSR_Activated_15701700,PBXIP1
CSR_Activated_15701700,PCNT1
CSR_Activated_15701700,PCSK7
CSR_Activated_15701700,PDAP1
CSR_Activated_15701700,PDK2
CSR_Activated_15701700,PFKP
CSR_Activated_15701700,PFN1
CSR_Activated_15701700,PGCP
CSR_Activated_15701700,PHACS
CSR_Activated_15701700,PITPNC1
CSR_Activated_15701700,PKIG
CSR_Activated_15701700,PLA2R1
CSR_Activated_15701700,PLAUR
CSR_Activated_15701700,PLD3
CSR_Activated_15701700,PLG
CSR_Activated_15701700,PLOD2
CSR_Activated_15701700,PLU-1
CSR_Activated_15701700,PLXNB1
CSR_Activated_15701700,PNN
CSR_Activated_15701700,POLE2
CSR_Activated_15701700,POLR3K
CSR_Activated_15701700,POR
CSR_Activated_15701700,PPIH
CSR_Activated_15701700,PROL2
CSR_Activated_15701700,PSMA7
CSR_Activated_15701700,PSMC3
CSR_Activated_15701700,PSMD12
CSR_Activated_15701700,PSMD14
CSR_Activated_15701700,PSMD2
CSR_Activated_15701700,PTPRU
CSR_Activated_15701700,PTS
CSR_Activated_15701700,RAB11-FIP2
CSR_Activated_15701700,RARRES3
CSR_Activated_15701700,RBM14
CSR_Activated_15701700,RBMX
CSR_Activated_15701700,REV3L
CSR_Activated_15701700,RFC3
CSR_Activated_15701700,RNASEH2A
CSR_Activated_15701700,RNASEP1
CSR_Activated_15701700,RNF138
CSR_Activated_15701700,RNF41
CSR_Activated_15701700,RPN1
CSR_Activated_15701700,RRM2B
CSR_Activated_15701700,RUVBL1
CSR_Activated_15701700,SATB1
CSR_Activated_15701700,SBP1
CSR_Activated_15701700,SC4MOL
CSR_Activated_15701700,SCD
CSR_Activated_15701700,SDC1
CSR_Activated_15701700,SDFR1
CSR_Activated_15701700,SELENBP1
CSR_Activated_15701700,SEMACAP3
CSR_Activated_15701700,SERPING1
CSR_Activated_15701700,SES2
CSR_Activated_15701700,SFRS10
CSR_Activated_15701700,SFRS2
CSR_Activated_15701700,SFTPB
CSR_Activated_15701700,SLC16A1
CSR_Activated_15701700,SLC25A5
CSR_Activated_15701700,SLC35E2
CSR_Activated_15701700,SLC40A1
CSR_Activated_15701700,SLC5A3
CSR_Activated_15701700,SLPI
CSR_Activated_15701700,SMC2L1
CSR_Activated_15701700,SMS
CSR_Activated_15701700,SMURF2
CSR_Activated_15701700,SNRP70
CSR_Activated_15701700,SNRPA
CSR_Activated_15701700,SNRPA1
CSR_Activated_15701700,SNRPB
CSR_Activated_15701700,SNRPC
CSR_Activated_15701700,SNRPD1
CSR_Activated_15701700,SNRPE
CSR_Activated_15701700,SQLE
CSR_Activated_15701700,SQRDL
